Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|Q9BUF5|TBB6_HUMAN	Q9BUF5	TBB6_HUMAN	TUBB6	446	76.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-6 chain	1.0000	0.9990	18	112	112	297	17	19	20	18	21	17	17	19	20	18	21	17	48	48	49	53	55	44	795932.4	840680.9	733621.1	764486.7	697809.44	681131.7	795932.4	840680.9	733621.1	764486.7	697809.44	681131.7	8811165.0	8592809.0	8071411.5	7851888.0	8156261.0	8199918.5	304856.03	305658.4	269443.16	280127.8	280624.28	266920.66	304856.03	305658.4	269443.16	280127.8	280624.28	266920.66	8130031.0	8080436.0	7270267.5	7524409.5	7526549.0	7139894.5	
sp|Q13509|TBB3_HUMAN	Q13509	TBB3_HUMAN	TUBB3	450	53.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-3 chain	1.0000	0.9990	15	42	23	465	8	10	7	7	5	5	6	7	3	3	1	3	75	75	76	82	79	78	505706.44	436004.9	441864.47	580968.9	542719.4	537131.0	233344.56	198841.73	99307.19	73383.35	45398.836	41269.082	1.8897182E7	1.9453368E7	2.1708996E7	1.9275572E7	2.2459154E7	2.204899E7	325866.12	305721.8	284409.7	321636.44	330874.47	302735.84	72127.67	74848.18	56581.02	58976.84	0.0	50630.688	8039258.5	8020123.0	7976564.5	8302519.0	8707274.0	8345728.5	
sp|Q3ZCM7|TBB8_HUMAN	Q3ZCM7	TBB8_HUMAN	TUBB8	444	20.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-8 chain	1.0000	0.9990	3	16	16	59	3	3	3	3	3	1	3	3	3	3	3	1	9	9	10	11	10	10	0.0	102982.875	40667.344	0.0	0.0	0.0	0.0	102982.875	40667.344	0.0	0.0	0.0	1779149.8	1834876.0	1851182.6	2000441.2	1964730.6	1885138.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1362383.8	1425128.5	1475384.8	1962955.1	1987762.1	1962906.9	
sp|P07737|PROF1_HUMAN	P07737	PROF1_HUMAN	PFN1	140	69.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Profilin-1	1.0000	0.9990	8	270	270	270	46	42	42	48	48	44	46	42	42	48	48	44	46	42	42	48	48	44	1.1477133E7	1.1895796E7	1.255407E7	1.270125E7	1.2184754E7	1.2021474E7	1.1477133E7	1.1895796E7	1.255407E7	1.270125E7	1.2184754E7	1.2021474E7	1.1477133E7	1.1895796E7	1.255407E7	1.270125E7	1.2184754E7	1.2021474E7	4543997.0	4635774.5	4910895.5	5102628.5	5112803.0	5260632.0	4543997.0	4635774.5	4910895.5	5102628.5	5112803.0	5260632.0	4543997.0	4635774.5	4910895.5	5102628.5	5112803.0	5260632.0	
sp|P07910|HNRPC_HUMAN	P07910	HNRPC_HUMAN	HNRNPC	306	52.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoproteins C1/C2	1.0000	0.9990	13	255	241	255	44	43	41	46	45	36	43	41	39	43	42	33	44	43	41	46	45	36	7092575.5	7091218.0	8174372.0	7686732.5	7679470.0	7687863.5	7092575.5	7091218.0	8174372.0	7686732.5	7679470.0	7687863.5	7092575.5	7091218.0	8174372.0	7686732.5	7679470.0	7687863.5	3754820.5	3591476.8	3637637.2	3541327.5	3401334.2	3415825.5	3691721.0	3867960.8	3588296.0	3482449.5	3296705.0	3431062.2	3754820.5	3591476.8	3637637.2	3541327.5	3401334.2	3415825.5	
sp|P07919|QCR6_HUMAN	P07919	QCR6_HUMAN	UQCRH	91	67.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 6, mitochondrial	1.0000	0.9990	3	22	22	22	4	4	4	3	4	3	4	4	4	3	4	3	4	4	4	3	4	3	871070.56	901572.7	877351.1	848171.25	798747.06	751685.1	871070.56	901572.7	877351.1	848171.25	798747.06	751685.1	871070.56	901572.7	877351.1	848171.25	798747.06	751685.1	577465.5	613423.94	612707.4	612479.8	596284.6	588508.8	577465.5	613423.94	612707.4	612479.8	596284.6	588508.8	577465.5	613423.94	612707.4	612479.8	596284.6	588508.8	
sp|P07947|YES_HUMAN	P07947	YES_HUMAN	YES1	543	20.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein kinase Yes	1.0000	0.9990	7	26	25	26	6	6	5	3	4	2	6	6	5	2	4	2	6	6	5	3	4	2	129905.016	129671.484	83589.984	134641.33	94168.32	126410.17	176141.4	124776.305	98274.33	90132.97	94168.32	90563.09	129905.016	129671.484	83589.984	134641.33	94168.32	126410.17	62966.81	62966.207	58365.887	62930.61	62118.69	57426.67	63612.523	59927.88	58365.887	61766.81	62118.69	60851.05	62966.81	62966.207	58365.887	62930.61	62118.69	57426.67	
sp|P12931|SRC_HUMAN	P12931	SRC_HUMAN	SRC	536	10.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proto-oncogene tyrosine-protein kinase Src	0.9992	0.9990	2	8	8	9	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	1	126531.445	54847.39	19271.398	0.0	8439.985	0.0	126531.445	54847.39	19271.398	0.0	8439.985	0.0	166856.11	99890.625	19271.398	44508.363	8439.985	35847.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99868.445	69490.62	0.0	0.0	0.0	0.0	
sp|P07948|LYN_HUMAN	P07948	LYN_HUMAN	LYN	512	22.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein kinase Lyn	1.0000	0.9990	9	49	44	49	10	9	8	9	7	6	9	8	8	8	6	5	10	9	8	9	7	6	580992.3	586146.94	567179.3	540072.5	554744.44	547095.25	580992.3	586146.94	567179.3	540072.5	554744.44	547095.25	580992.3	586146.94	567179.3	540072.5	554744.44	547095.25	440278.78	428755.94	435655.62	414484.03	411409.78	405417.94	428606.53	437026.8	432856.66	417760.62	416054.06	403439.47	440278.78	428755.94	435655.62	414484.03	411409.78	405417.94	
sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	724	65.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein HSP 90-beta	1.0000	0.9990	48	1501	838	2198	230	236	224	245	281	285	141	129	131	138	143	156	393	358	331	353	385	378	2.4831232E7	2.4603072E7	2.602078E7	2.6131048E7	2.6080736E7	2.6337822E7	2.3728852E7	2.326545E7	2.417696E7	2.4091554E7	2.3491092E7	2.3051E7	2.6790652E7	2.6829678E7	2.891302E7	2.9831204E7	2.9842388E7	3.0304336E7	1.0180148E7	1.0213983E7	9914889.0	1.0000576E7	9641306.0	9407570.0	1.0228683E7	1.0422506E7	9881264.0	1.0049161E7	9660095.0	9144498.0	1.0209416E7	1.0340489E7	1.0269627E7	1.0491514E7	1.0310307E7	1.0159318E7	
sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	64.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha	1.0000	0.9990	44	1681	837	1687	330	295	268	269	265	254	140	146	140	140	136	135	331	296	269	270	266	255	2.4240584E7	2.4065268E7	2.6783854E7	2.7704484E7	2.8034768E7	2.857514E7	1.2925993E7	1.2973259E7	1.3458357E7	1.3559192E7	1.3337078E7	1.3421102E7	2.4240584E7	2.4065268E7	2.6783854E7	2.7704484E7	2.8034768E7	2.857514E7	1.0366531E7	1.0433718E7	1.022589E7	1.0411551E7	1.0156392E7	1.0186908E7	6427613.0	6376466.0	5919594.0	5905861.5	5661082.0	5212693.5	1.0350596E7	1.0443547E7	1.0221446E7	1.0410725E7	1.0169361E7	1.0185224E7	
sp|Q58FF7|H90B3_HUMAN	Q58FF7	H90B3_HUMAN	HSP90AB3P	597	34.70	Homo sapiens OX=9606	5:Protein uncertain	Putative heat shock protein HSP 90-beta-3	1.0000	0.9990	24	26	26	738	5	4	4	4	5	4	5	4	4	4	5	4	115	130	116	119	138	120	380697.03	414478.03	386722.4	525522.2	557963.1	570113.9	380697.03	414478.03	386722.4	525522.2	557963.1	570113.9	2.2994246E7	2.2795236E7	2.6098044E7	2.6518536E7	2.6315346E7	2.7312258E7	206665.61	240622.36	214799.64	427324.25	453533.66	463431.78	206665.61	240622.36	214799.64	427324.25	453533.66	463431.78	1.0174447E7	1.0365029E7	1.0235157E7	1.0380051E7	1.03124E7	1.0311833E7	
sp|Q92538|GBF1_HUMAN	Q92538	GBF1_HUMAN	GBF1	1859	14.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	1.0000	0.9990	25	95	95	99	17	14	12	16	20	16	17	14	12	16	20	16	17	15	13	17	21	16	186212.55	193761.28	192871.03	118815.33	159633.25	185983.06	186212.55	193761.28	192871.03	118815.33	159633.25	185983.06	227532.45	235702.1	214018.6	161952.02	205881.44	241516.67	76697.914	75057.31	74849.5	79493.65	76957.78	76792.805	76697.914	75057.31	74849.5	79493.65	76957.78	76792.805	96138.29	96996.95	93812.45	99582.92	98082.66	98191.26	
sp|Q58FF6|H90B4_HUMAN	Q58FF6	H90B4_HUMAN	HSP90AB4P	505	17.00	Homo sapiens OX=9606	5:Protein uncertain	Putative heat shock protein HSP 90-beta 4	1.0000	0.9990	10	8	2	247	1	1	1	2	2	1	0	0	0	1	1	0	40	43	41	42	44	37	117436.945	136108.73	132287.58	136649.47	144605.97	133018.3	0.0	0.0	0.0	0.0	0.0	0.0	2.0192288E7	1.987396E7	2.2798454E7	2.286798E7	2.3034974E7	2.351624E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6953553.0	7596881.5	7797622.0	7880185.5	8029343.0	8063630.5	
sp|Q14568|HS902_HUMAN	Q14568	HS902_HUMAN	HSP90AA2P	343	37.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha A2	1.0000	0.9990	11	27	27	522	4	3	4	6	4	6	4	3	4	6	4	6	132	92	76	79	74	69	26026.139	19637.688	31072.035	0.0	0.0	0.0	26026.139	19637.688	31072.035	0.0	0.0	0.0	1.8931454E7	1.8675756E7	2.2694862E7	2.465064E7	2.4961632E7	2.5268218E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7589921.0	7869607.0	8503281.0	9049939.0	9063035.0	9165668.0	
sp|Q6ZNJ1|NBEL2_HUMAN	Q6ZNJ1	NBEL2_HUMAN	NBEAL2	2754	4.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurobeachin-like protein 2	1.0000	0.9990	10	48	47	48	10	10	5	11	6	6	9	10	5	11	6	6	10	10	5	11	6	6	98989.75	97548.984	43481.508	52267.1	59404.0	30468.316	98989.75	97548.984	43481.508	52267.1	59404.0	30468.316	98989.75	97548.984	43481.508	52267.1	59404.0	30468.316	31953.264	32552.459	27910.668	27368.246	28156.04	25853.387	31953.264	32552.459	27910.668	27368.246	28156.04	25853.387	31953.264	32552.459	27910.668	27368.246	28156.04	25853.387	
sp|P08559|ODPA_HUMAN	P08559	ODPA_HUMAN	PDHA1	390	38.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	1.0000	0.9990	13	93	52	93	18	16	13	16	14	16	11	9	6	10	7	9	18	16	13	16	14	16	607408.2	627271.1	658144.0	654931.9	620731.1	606426.3	533087.0	540262.25	294472.44	354774.62	368744.0	412893.78	607408.2	627271.1	658144.0	654931.9	620731.1	606426.3	277882.25	282151.06	284905.72	283884.88	268261.9	283051.62	173476.12	178852.84	185209.78	181147.28	167010.22	187782.75	277882.25	282151.06	284905.72	283884.88	268261.9	283051.62	
sp|P08670|VIME_HUMAN	P08670	VIME_HUMAN	VIM	466	73.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vimentin	1.0000	0.9990	30	519	487	547	90	86	88	89	83	83	85	81	82	85	77	77	95	91	92	93	88	88	5713558.5	4958403.5	5265115.0	5065689.0	5845396.0	5682486.0	5713558.5	4958403.5	5265115.0	5065689.0	5845396.0	5682486.0	5713558.5	4958403.5	5265115.0	5065689.0	5845396.0	5682486.0	2134506.8	2145511.0	2219326.8	2213595.8	2206600.2	2227682.5	2140431.8	2160417.8	2219254.8	2204090.5	2202055.8	2220346.2	2118362.2	2142376.8	2214956.2	2222989.5	2215967.0	2233381.0	
sp|P05787|K2C8_HUMAN	P05787	K2C8_HUMAN	KRT8	483	69.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0000	0.9990	25	317	276	317	53	56	54	52	48	54	46	52	48	46	39	45	53	56	54	52	48	54	2949182.2	2896846.2	3103471.0	3230477.5	3247055.0	3202391.8	2949182.2	2896846.2	3103471.0	3230477.5	3247055.0	3202391.8	2949182.2	2896846.2	3103471.0	3230477.5	3247055.0	3202391.8	1073858.0	1064045.2	1103859.5	1123840.9	1096250.4	1112270.6	1075558.9	1066618.5	1107362.6	1119143.4	1094402.5	1110836.0	1073858.0	1064045.2	1103859.5	1123840.9	1096250.4	1112270.6	
sp|P12036|NFH_HUMAN	P12036	NFH_HUMAN	NEFH	1026	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurofilament heavy polypeptide	0.9983	0.9988	2	5	5	23	1	1	2	0	0	1	1	1	2	0	0	1	4	4	5	3	3	4	26658.406	21324.752	24963.773	25134.932	0.0	24017.2	26658.406	21324.752	24963.773	25134.932	0.0	24017.2	808236.5	883441.75	976381.56	1051495.0	1030781.1	1082193.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	668267.56	729424.0	797104.3	844400.3	892766.06	866409.94	
sp|P07196|NFL_HUMAN	P07196	NFL_HUMAN	NEFL	543	4.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurofilament light polypeptide	0.9787	0.9988	2	27	9	27	7	6	4	4	3	3	4	3	1	1	0	0	7	6	4	4	3	3	894646.4	972740.94	1010999.75	1078663.9	1077188.5	1058176.2	113068.34	110623.945	59581.95	52303.746	46407.402	0.0	894646.4	972740.94	1010999.75	1078663.9	1077188.5	1058176.2	674440.75	835068.3	754806.1	807177.9	837645.56	882926.2	0.0	0.0	0.0	0.0	0.0	0.0	674440.75	835068.3	754806.1	807177.9	837645.56	882926.2	
sp|Q7RTS7|K2C74_HUMAN	Q7RTS7	K2C74_HUMAN	KRT74	529	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 74	0.9780	0.9989	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0.0	29123.172	25112.455	0.0	0.0	0.0	0.0	29123.172	25112.455	0.0	0.0	0.0	0.0	29123.172	25112.455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14CN4|K2C72_HUMAN	Q14CN4	K2C72_HUMAN	KRT72	511	4.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 72	0.9691	0.9989	2	5	5	5	1	0	2	0	1	1	1	0	2	0	1	1	1	0	2	0	1	1	1191339.6	1195422.2	1194741.8	688297.6	676147.06	668121.44	1191339.6	1195422.2	1194741.8	688297.6	676147.06	668121.44	1191339.6	1195422.2	1194741.8	688297.6	676147.06	668121.44	636472.4	664031.8	657711.06	386128.44	377639.53	368559.12	636472.4	664031.8	657711.06	386128.44	377639.53	368559.12	636472.4	664031.8	657711.06	386128.44	377639.53	368559.12	
sp|P08727|K1C19_HUMAN	P08727	K1C19_HUMAN	KRT19	400	51.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 19	1.0000	0.9990	16	141	128	153	25	24	26	23	23	20	22	22	24	20	21	19	27	26	28	25	25	22	1076261.9	988911.56	965006.75	1041118.75	1032704.8	1040242.0	1076261.9	988911.56	965006.75	1041118.75	1032704.8	1040242.0	1196958.5	1089680.2	1143111.2	1247667.1	1248311.2	1269240.8	583091.7	578247.7	580096.3	594881.9	610664.4	606301.0	588784.94	572618.44	575659.6	599589.9	610664.4	606216.56	574702.6	570965.56	581152.8	601540.56	609796.5	615856.0	
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	28.90	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 10	1.0000	0.9990	12	77	76	77	13	11	11	14	14	14	13	11	11	13	14	14	13	11	11	14	14	14	282380.12	252009.58	262678.8	240691.88	231953.16	233945.19	282380.12	252009.58	262678.8	240691.88	231953.16	233945.19	282380.12	252009.58	262678.8	240691.88	231953.16	233945.19	101881.57	92177.695	92791.42	99221.25	91006.07	100203.93	101881.57	92808.91	92791.42	99454.38	90151.53	100230.3	101881.57	92177.695	92791.42	99221.25	91006.07	100203.93	
sp|P35900|K1C20_HUMAN	P35900	K1C20_HUMAN	KRT20	424	4.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 20	0.6369	0.9989	1	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	76659.56	62917.25	71823.09	51943.707	46044.9	48249.77	76659.56	62917.25	71823.09	51943.707	46044.9	48249.77	76659.56	62917.25	71823.09	51943.707	46044.9	48249.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8N1A0|KT222_HUMAN	Q8N1A0	KT222_HUMAN	KRT222	295	7.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin-like protein KRT222	0.6046	0.9989	1	10	10	10	3	3	1	1	1	1	3	3	1	1	1	1	3	3	1	1	1	1	2225035.0	2467733.8	2655364.2	1447931.8	1419832.5	1251323.2	2225035.0	2467733.8	2655364.2	1447931.8	1419832.5	1251323.2	2225035.0	2467733.8	2655364.2	1447931.8	1419832.5	1251323.2	2008107.4	2071329.5	2207745.0	1408153.8	1468620.0	1336050.8	2008107.4	2071329.5	2207745.0	1408153.8	1468620.0	1336050.8	2008107.4	2071329.5	2207745.0	1408153.8	1468620.0	1336050.8	
sp|P09429|HMGB1_HUMAN	P09429	HMGB1_HUMAN	HMGB1	215	48.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group protein B1	1.0000	0.9990	5	130	130	130	27	20	22	23	18	20	27	20	22	23	18	20	27	20	22	23	18	20	4170583.0	3844872.2	3956229.0	3890026.0	3873280.0	3966623.5	4170583.0	3844872.2	3956229.0	3890026.0	3873280.0	3966623.5	4170583.0	3844872.2	3956229.0	3890026.0	3873280.0	3966623.5	2427341.5	2389183.2	2336051.5	2251967.2	2335636.5	2260015.5	2427341.5	2389183.2	2336051.5	2251967.2	2335636.5	2260015.5	2427341.5	2389183.2	2336051.5	2251967.2	2335636.5	2260015.5	
sp|P26583|HMGB2_HUMAN	P26583	HMGB2_HUMAN	HMGB2	209	44.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group protein B2	1.0000	0.9990	7	136	136	136	29	28	23	26	15	15	29	28	23	26	15	15	29	28	23	26	15	15	3200024.2	3139359.5	3148205.2	3159240.5	3133615.0	3215303.8	3200024.2	3139359.5	3148205.2	3159240.5	3133615.0	3215303.8	3200024.2	3139359.5	3148205.2	3159240.5	3133615.0	3215303.8	1431419.8	1415132.1	1347611.0	1414142.1	1389505.8	1472270.4	1431419.8	1415132.1	1347611.0	1414142.1	1389505.8	1472270.4	1431419.8	1415132.1	1347611.0	1414142.1	1389505.8	1472270.4	
sp|P0DMU9|CT45A_HUMAN	P0DMU9	CT45A_HUMAN	CT45A10	189	31.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cancer/testis antigen family 45 member A10	1.0000	0.9990	1	7	0	7	1	1	1	2	1	1	0	0	0	0	0	0	1	1	1	2	1	1	109266.445	112266.94	113474.66	113299.62	110152.26	110050.48	0.0	0.0	0.0	0.0	0.0	0.0	109266.445	112266.94	113474.66	113299.62	110152.26	110050.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0DMV1|CT458_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|Q5DJT8|CT452_HUMAN
sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	641	64.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1A	1.0000	0.9990	33	988	0	1019	169	169	162	170	156	162	0	0	0	0	0	0	175	174	165	176	162	167	1.7407804E7	1.7626674E7	1.8101136E7	1.8674554E7	1.8195882E7	1.848397E7	0.0	0.0	0.0	0.0	0.0	0.0	1.7407804E7	1.7626674E7	1.8101136E7	1.8674554E7	1.8195882E7	1.848397E7	7473380.5	7476587.0	7607204.0	7738068.5	7496910.0	7440978.0	0.0	0.0	0.0	0.0	0.0	0.0	7452775.0	7476300.5	7611016.0	7734417.0	7499318.5	7459224.0	sp|P0DMV9|HS71B_HUMAN
