Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Unique Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Unique Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Unique Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Total Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Total Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Total Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Intensity	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Unique Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Unique Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Unique Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Unique Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Unique Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Unique Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Total Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Total Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Total Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Total Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Total Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Total Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Total Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Total Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Total Intensity	Indistinguishable Proteins
sp|Q9UBC3|DNM3B_HUMAN	Q9UBC3	DNM3B_HUMAN	DNMT3B	853	2.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA (cytosine-5)-methyltransferase 3B	0.9936	0.9990	3	2	2	10	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	2	3	1	1.6886926E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.110158E7	1.6886926E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.110158E7	0.0	0.0	0.0	5.7314108E7	2.9404236E7	1.6050078E7	6.5261208E7	6.5607816E7	4.1049212E7	
sp|P80303|NUCB2_HUMAN	P80303	NUCB2_HUMAN	NUCB2	420	5.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleobindin-2	0.9931	0.9965	2	3	3	3	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5446131.0	0.0	0.0	0.0	5502523.5	7055632.0	0.0	0.0	0.0	5446131.0	0.0	0.0	0.0	5502523.5	7055632.0	0.0	0.0	0.0	5446131.0	0.0	0.0	0.0	5502523.5	7055632.0	0.0	0.0	0.0	
sp|P54132|BLM_HUMAN	P54132	BLM_HUMAN	BLM	1417	0.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bloom syndrome protein	0.9918	0.9987	3	2	2	7	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	1	1	1	0.0	0.0	0.0	2.588791E7	2.0640558E7	1.5196786E7	3.0130968E7	3.1473906E7	2.5948964E7	0.0	0.0	0.0	2.588791E7	2.0640558E7	1.5196786E7	3.0130968E7	3.1473906E7	2.5948964E7	0.0	0.0	0.0	7.3260248E7	4.798464E7	1.5196786E7	7.2076E7	7.424084E7	5.729128E7	
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	0.9824	0.9972	4	1	1	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	3	3	4	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20996528E8	7.53498E7	7.167416E7	1.3198488E8	1.0869356E8	8.073924E7	
sp|A8MTJ3|GNAT3_HUMAN	A8MTJ3	GNAT3_HUMAN	GNAT3	354	3.10	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Guanine nucleotide-binding protein G(t) subunit alpha-3	0.9771	0.9990	1	4	0	4	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	3788643.0	0.0	0.0	2.9364942E7	2.4349416E7	4.4400668E7	2.410341E7	2.43734E7	2.5051114E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3788643.0	0.0	0.0	2.9364942E7	2.4349416E7	4.4400668E7	2.410341E7	2.43734E7	2.5051114E7	sp|P04899|GNAI2_HUMAN, sp|P08754|GNAI3_HUMAN, sp|P09471|GNAO_HUMAN, sp|P11488|GNAT1_HUMAN, sp|P19087|GNAT2_HUMAN, sp|P38405|GNAL_HUMAN, sp|P63092|GNAS2_HUMAN, sp|P63096|GNAI1_HUMAN, sp|Q03113|GNA12_HUMAN, sp|Q14344|GNA13_HUMAN, sp|Q5JWF2|GNAS1_HUMAN
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Ic	0.9771	0.9990	2	11	11	11	0	0	0	2	1	2	2	3	1	0	0	0	2	1	2	2	3	1	0	0	0	2	1	2	2	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	588	1.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pescadillo homolog	0.9771	0.9990	1	3	3	3	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0.0	0.0	0.0	1.1454065E7	0.0	0.0	1.4377215E7	9516910.0	0.0	0.0	0.0	0.0	1.1454065E7	0.0	0.0	1.4377215E7	9516910.0	0.0	0.0	0.0	0.0	1.1454065E7	0.0	0.0	1.4377215E7	9516910.0	0.0	
sp|O00767|SCD_HUMAN	O00767	SCD_HUMAN	SCD	359	7.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Stearoyl-CoA desaturase	0.9771	0.9990	1	2	2	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0.0	0.0	0.0	4.673262E7	3.1642376E7	4.3591232E7	3.8371728E7	3.864568E7	4.820376E7	0.0	0.0	0.0	4.673262E7	3.1642376E7	4.3591232E7	3.8371728E7	3.864568E7	4.820376E7	0.0	0.0	0.0	4.673262E7	3.1642376E7	4.3591232E7	3.8371728E7	3.864568E7	4.820376E7	
sp|O14672|ADA10_HUMAN	O14672	ADA10_HUMAN	ADAM10	748	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 10	0.9771	0.9990	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14880|MGST3_HUMAN	O14880	MGST3_HUMAN	MGST3	152	8.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Microsomal glutathione S-transferase 3	0.9771	0.9990	2	4	4	4	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	2	1	0	0.0	0.0	0.0	3.16187712E8	2.19294656E8	0.0	2.74620544E8	1.4996362E7	0.0	0.0	0.0	0.0	3.16187712E8	2.19294656E8	0.0	2.74620544E8	1.4996362E7	0.0	0.0	0.0	0.0	3.16187712E8	2.19294656E8	0.0	2.74620544E8	1.4996362E7	0.0	
sp|O15020|SPTN2_HUMAN	O15020	SPTN2_HUMAN	SPTBN2	2390	0.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spectrin beta chain, non-erythrocytic 2	0.9771	0.9990	3	7	7	7	1	0	0	0	0	0	1	3	2	1	0	0	0	0	0	1	3	2	1	0	0	0	0	0	1	3	2	2.02925696E8	1.76766496E8	1.39023408E8	1.4042106E7	5.7556884E7	8.4647558E8	3.024096E8	2.47093488E8	2.37452752E8	2.02925696E8	1.76766496E8	1.39023408E8	1.4042106E7	5.7556884E7	8.4647558E8	3.024096E8	2.47093488E8	2.37452752E8	2.02925696E8	1.76766496E8	1.39023408E8	1.4042106E7	5.7556884E7	8.4647558E8	3.024096E8	2.47093488E8	2.37452752E8	
sp|O15054|KDM6B_HUMAN	O15054	KDM6B_HUMAN	KDM6B	1643	0.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysine-specific demethylase 6B	0.9771	0.9990	1	2	2	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0.0	0.0	0.0	6414746.5	0.0	0.0	7789047.5	0.0	0.0	0.0	0.0	0.0	6414746.5	0.0	0.0	7789047.5	0.0	0.0	0.0	0.0	0.0	6414746.5	0.0	0.0	7789047.5	0.0	0.0	
sp|O15226|NKRF_HUMAN	O15226	NKRF_HUMAN	NKRF	690	1.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	NF-kappa-B-repressing factor	0.9771	0.9990	2	5	5	5	0	0	0	1	0	0	3	1	0	0	0	0	1	0	0	3	1	0	0	0	0	1	0	0	3	1	0	1.2412657E7	9277056.0	0.0	6.3706304E7	3.9550208E7	3.2192308E7	6.7468944E7	7.8931928E7	4.1556884E7	1.2412657E7	9277056.0	0.0	6.3706304E7	3.9550208E7	3.2192308E7	6.7468944E7	7.8931928E7	4.1556884E7	1.2412657E7	9277056.0	0.0	6.3706304E7	3.9550208E7	3.2192308E7	6.7468944E7	7.8931928E7	4.1556884E7	
sp|O15294|OGT1_HUMAN	O15294	OGT1_HUMAN	OGT	1046	1.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	0.9771	0.9990	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3012996.8	0.0	2677045.0	2.727407E7	2.086901E7	1.5544137E7	3.0535958E7	2.9019842E7	1.5036925E7	3012996.8	0.0	2677045.0	2.727407E7	2.086901E7	1.5544137E7	3.0535958E7	2.9019842E7	1.5036925E7	3012996.8	0.0	2677045.0	2.727407E7	2.086901E7	1.5544137E7	3.0535958E7	2.9019842E7	1.5036925E7	
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein phosphatase 1G	0.9771	0.9990	1	5	5	5	0	0	0	1	0	1	2	1	0	0	0	0	1	0	1	2	1	0	0	0	0	1	0	1	2	1	0	0.0	0.0	0.0	3.2451782E7	0.0	1.9247944E7	4.8546352E7	2.6254784E7	0.0	0.0	0.0	0.0	3.2451782E7	0.0	1.9247944E7	4.8546352E7	2.6254784E7	0.0	0.0	0.0	0.0	3.2451782E7	0.0	1.9247944E7	4.8546352E7	2.6254784E7	0.0	
sp|O43795|MYO1B_HUMAN	O43795	MYO1B_HUMAN	MYO1B	1136	1.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Ib	0.9771	0.9990	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60216|RAD21_HUMAN	O60216	RAD21_HUMAN	RAD21	631	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Double-strand-break repair protein rad21 homolog	0.9771	0.9990	1	2	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3502459.2	3145781.5	0.0	1.4366589E7	1.6574725E7	1.1782157E7	1.4824898E7	1.5620803E7	1.9905816E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3502459.2	3145781.5	0.0	1.4366589E7	1.6574725E7	1.1782157E7	1.4824898E7	1.5620803E7	1.9905816E7	sp|Q9H4I0|RD21L_HUMAN
sp|O60245|PCDH7_HUMAN	O60245	PCDH7_HUMAN	PCDH7	1069	0.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protocadherin-7	0.9771	0.9990	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60281|ZN292_HUMAN	O60281	ZN292_HUMAN	ZNF292	2723	0.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 292	0.9771	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60610|DIAP1_HUMAN	O60610	DIAP1_HUMAN	DIAPH1	1272	1.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein diaphanous homolog 1	0.9771	0.9990	3	6	6	6	0	0	0	3	1	0	1	1	0	0	0	0	3	1	0	1	1	0	0	0	0	3	1	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60841|IF2P_HUMAN	O60841	IF2P_HUMAN	EIF5B	1220	1.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5B	0.9771	0.9990	3	4	4	4	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0.0	0.0	0.0	3.2093976E7	1.7163696E7	1.8600732E7	3.8594504E7	0.0	1.6795318E7	0.0	0.0	0.0	3.2093976E7	1.7163696E7	1.8600732E7	3.8594504E7	0.0	1.6795318E7	0.0	0.0	0.0	3.2093976E7	1.7163696E7	1.8600732E7	3.8594504E7	0.0	1.6795318E7	
sp|O75177|CREST_HUMAN	O75177	CREST_HUMAN	SS18L1	396	2.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium-responsive transactivator	0.9771	0.9990	1	3	3	3	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0.0	0.0	0.0	4.580922E7	0.0	0.0	3.4360916E7	0.0	0.0	0.0	0.0	0.0	4.580922E7	0.0	0.0	3.4360916E7	0.0	0.0	0.0	0.0	0.0	4.580922E7	0.0	0.0	3.4360916E7	0.0	0.0	
sp|O75330|HMMR_HUMAN	O75330	HMMR_HUMAN	HMMR	724	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hyaluronan mediated motility receptor	0.9771	0.9990	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75525|KHDR3_HUMAN	O75525	KHDR3_HUMAN	KHDRBS3	346	6.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	KH domain-containing, RNA-binding, signal transduction-associated protein 3	0.9771	0.9990	4	8	8	8	0	0	0	1	1	0	2	2	2	0	0	0	1	1	0	2	2	2	0	0	0	1	1	0	2	2	2	0.0	0.0	0.0	3.3136058E7	0.0	3.8814164E7	3.1674248E7	0.0	3.0710424E7	0.0	0.0	0.0	3.3136058E7	0.0	3.8814164E7	3.1674248E7	0.0	3.0710424E7	0.0	0.0	0.0	3.3136058E7	0.0	3.8814164E7	3.1674248E7	0.0	3.0710424E7	
sp|O75694|NU155_HUMAN	O75694	NU155_HUMAN	NUP155	1391	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear pore complex protein Nup155	0.9771	0.9990	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	1.5897531E7	0.0	0.0	1.6055605E7	2.116302E7	0.0	0.0	0.0	0.0	1.5897531E7	0.0	0.0	1.6055605E7	2.116302E7	0.0	0.0	0.0	0.0	1.5897531E7	0.0	0.0	1.6055605E7	2.116302E7	0.0	
sp|O94913|PCF11_HUMAN	O94913	PCF11_HUMAN	PCF11	1555	1.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA cleavage complex 2 protein Pcf11	0.9771	0.9990	2	2	2	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O94979|SC31A_HUMAN	O94979	SC31A_HUMAN	SEC31A	1220	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein transport protein Sec31A	0.9771	0.9990	1	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	2.0714964E7	2.4440944E7	2.9539014E7	0.0	0.0	0.0	0.0	0.0	0.0	2.0714964E7	2.4440944E7	2.9539014E7	0.0	0.0	0.0	0.0	0.0	0.0	2.0714964E7	2.4440944E7	2.9539014E7	0.0	0.0	
sp|O95487|SC24B_HUMAN	O95487	SC24B_HUMAN	SEC24B	1268	1.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein transport protein Sec24B	0.9771	0.9990	1	6	6	6	0	0	0	2	2	1	1	0	0	0	0	0	2	2	1	1	0	0	0	0	0	2	2	1	1	0	0	0.0	0.0	0.0	3.7716148E7	4.619944E7	3.8905092E7	0.0	0.0	0.0	0.0	0.0	0.0	3.7716148E7	4.619944E7	3.8905092E7	0.0	0.0	0.0	0.0	0.0	0.0	3.7716148E7	4.619944E7	3.8905092E7	0.0	0.0	0.0	
sp|P00387|NB5R3_HUMAN	P00387	NB5R3_HUMAN	CYB5R3	301	5.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH-cytochrome b5 reductase 3	0.9771	0.9990	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	5369758.0	0.0	0.0	3.6099816E7	0.0	0.0	0.0	0.0	0.0	5369758.0	0.0	0.0	3.6099816E7	0.0	0.0	0.0	0.0	0.0	5369758.0	0.0	0.0	3.6099816E7	0.0	0.0	0.0	0.0	
sp|P00698|LYSC_CHICK	P00698	LYSC_CHICK	LYZ	147	16.30	Gallus gallus	1:Experimental evidence at protein level	Lysozyme C	0.9771	0.9990	2	8	8	8	1	0	0	2	2	1	0	1	1	1	0	0	2	2	1	0	1	1	1	0	0	2	2	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P00760|TRY1_BOVIN	P00760	TRY1_BOVIN		246	5.70	Bos taurus	1:Experimental evidence at protein level	Cationic trypsin	0.9771	0.9990	2	4	4	5	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	2	1	0	0	8.6492083E8	9.4340435E8	1.17703539E9	7.5869267E8	1.50762547E9	1.21547098E9	9.8205203E8	7.2122656E8	1.24420045E9	8.6492083E8	9.4340435E8	1.17703539E9	7.5869267E8	1.50762547E9	1.21547098E9	9.8205203E8	7.2122656E8	1.24420045E9	8.6492083E8	9.4340435E8	1.17703539E9	7.5869267E8	1.50762547E9	1.21547098E9	9.8205203E8	7.2122656E8	1.24420045E9	
sp|P04217|A1BG_HUMAN	P04217	A1BG_HUMAN	A1BG	495	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-1B-glycoprotein	0.9771	0.9990	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P05114|HMGN1_HUMAN	P05114	HMGN1_HUMAN	HMGN1	100	13.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Non-histone chromosomal protein HMG-14	0.9771	0.9990	1	3	3	3	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2393214.0	0.0	0.0	9220576.0	0.0	0.0	0.0	4588603.5	6166109.5	2393214.0	0.0	0.0	9220576.0	0.0	0.0	0.0	4588603.5	6166109.5	2393214.0	0.0	0.0	9220576.0	0.0	0.0	0.0	4588603.5	6166109.5	
sp|P05556|ITB1_HUMAN	P05556	ITB1_HUMAN	ITGB1	798	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin beta-1	0.9771	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	1.785013E7	2.4166794E7	5.1123516E7	1.4633392E7	1.0646104E7	2.0067254E7	0.0	0.0	0.0	1.785013E7	2.4166794E7	5.1123516E7	1.4633392E7	1.0646104E7	2.0067254E7	0.0	0.0	0.0	1.785013E7	2.4166794E7	5.1123516E7	1.4633392E7	1.0646104E7	2.0067254E7	
sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	1.40	Homo sapiens	1:Experimental evidence at protein level	Gelsolin	0.9771	0.9990	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P06400|RB_HUMAN	P06400	RB_HUMAN	RB1	928	1.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retinoblastoma-associated protein	0.9771	0.9990	1	2	2	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P07737|PROF1_HUMAN	P07737	PROF1_HUMAN	PFN1	140	10.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Profilin-1	0.9771	0.9990	2	2	2	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0.0	0.0	0.0	1.3727538E7	1.351321E7	1.5884614E7	9617188.0	0.0	1.3702638E7	0.0	0.0	0.0	1.3727538E7	1.351321E7	1.5884614E7	9617188.0	0.0	1.3702638E7	0.0	0.0	0.0	1.3727538E7	1.351321E7	1.5884614E7	9617188.0	0.0	1.3702638E7	
