Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Spectral Count	20220119_C27283_008_S353679_M_1 Spectral Count	20220119_C27283_010_S353680_M_2 Spectral Count	20220119_C27283_012_S353681_M_3 Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Unique Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Unique Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Unique Spectral Count	20220119_C27283_008_S353679_M_1 Unique Spectral Count	20220119_C27283_010_S353680_M_2 Unique Spectral Count	20220119_C27283_012_S353681_M_3 Unique Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Total Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Total Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Total Spectral Count	20220119_C27283_008_S353679_M_1 Total Spectral Count	20220119_C27283_010_S353680_M_2 Total Spectral Count	20220119_C27283_012_S353681_M_3 Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Intensity	20220119_C27283_004_S353677_B-GFP_02 Intensity	20220119_C27283_006_S353678_B-GFP_03 Intensity	20220119_C27283_008_S353679_M_1 Intensity	20220119_C27283_010_S353680_M_2 Intensity	20220119_C27283_012_S353681_M_3 Intensity	20220119_C27283_002_S353676_B-GFP_01 Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 Unique Intensity	20220119_C27283_008_S353679_M_1 Unique Intensity	20220119_C27283_010_S353680_M_2 Unique Intensity	20220119_C27283_012_S353681_M_3 Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 Total Intensity	20220119_C27283_004_S353677_B-GFP_02 Total Intensity	20220119_C27283_006_S353678_B-GFP_03 Total Intensity	20220119_C27283_008_S353679_M_1 Total Intensity	20220119_C27283_010_S353680_M_2 Total Intensity	20220119_C27283_012_S353681_M_3 Total Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Unique Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Unique Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Unique Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Total Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Total Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Total Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Total Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Total Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|F4JT82|RPP2C_ARATH	F4JT82	RPP2C_ARATH	At4g19520	1744	0.60	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	Probable disease resistance protein At4g19520	0.9957	0.9990	1	6	0	6	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1.75194784E8	1.91746384E8	1.03057048E8	8.97526E7	6.8874192E7	8.5513648E7	0.0	0.0	0.0	0.0	0.0	0.0	1.75194784E8	1.91746384E8	1.03057048E8	8.97526E7	6.8874192E7	8.5513648E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1P8B850|A0A1P8B850_ARATH, tr|A0A1P8B852|A0A1P8B852_ARATH, tr|A0A1P8B854|A0A1P8B854_ARATH
sp|O23016|KCAB_ARATH	O23016	KCAB_ARATH	KAB1	328	7.60	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Probable voltage-gated potassium channel subunit beta	0.9957	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O65782|C83B1_ARATH	O65782	C83B1_ARATH	CYP83B1	499	7.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Cytochrome P450 83B1	0.9957	0.9990	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O82204|RL281_ARATH	O82204	RL281_ARATH	RPL28A	143	9.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	60S ribosomal protein L28-1	0.9957	0.9990	1	3	0	3	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	4297005.0	6941931.5	2660910.2	0.0	0.0	176259.4	0.0	0.0	0.0	0.0	0.0	0.0	4297005.0	6941931.5	2660910.2	0.0	0.0	176259.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9M0E2|RL282_ARATH
sp|P25696|ENO2_ARATH	P25696	ENO2_ARATH	ENO2	444	3.50	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Bifunctional enolase 2/transcriptional activator	0.9957	0.9990	1	4	0	4	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	4799112.5	9195367.0	2823243.0	0.0	827041.44	1626703.5	0.0	0.0	0.0	0.0	0.0	0.0	4799112.5	9195367.0	2823243.0	0.0	827041.44	1626703.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1P8B1N1|A0A1P8B1N1_ARATH
sp|P26288|NU4C_ARATH	P26288	NU4C_ARATH	ndhD	500	6.00	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic	0.9957	0.9990	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P42825|DNAJ2_ARATH	P42825	DNAJ2_ARATH	ATJ2	419	4.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Chaperone protein dnaJ 2	0.9957	0.9990	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q94AW8|DNAJ3_ARATH, tr|F4J1V2|F4J1V2_ARATH
sp|P46644|AAT3_ARATH	P46644	AAT3_ARATH	ASP3	449	2.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Aspartate aminotransferase 3, chloroplastic	0.9957	0.9990	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4625299.0	2991647.0	0.0	0.0	867526.56	790417.0	4625299.0	2991647.0	0.0	0.0	867526.56	790417.0	4625299.0	2991647.0	0.0	0.0	867526.56	790417.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P48421|C83A1_ARATH	P48421	C83A1_ARATH	CYP83A1	502	4.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Cytochrome P450 83A1	0.9957	0.9990	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0.0	4214620.0	1128118.2	0.0	0.0	0.0	0.0	4214620.0	1128118.2	0.0	0.0	0.0	0.0	4214620.0	1128118.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49107|PSAN_ARATH	P49107	PSAN_ARATH	PSAN	171	5.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Photosystem I reaction center subunit N, chloroplastic	0.9957	0.9990	1	4	0	4	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	2.1611392E7	3.2229454E7	1.2081171E7	0.0	3460894.0	8298582.5	0.0	0.0	0.0	0.0	0.0	0.0	2.1611392E7	3.2229454E7	1.2081171E7	0.0	3460894.0	8298582.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|F4KC80|F4KC80_ARATH
sp|P49200|RS201_ARATH	P49200	RS201_ARATH	RPS20A	124	9.80	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	40S ribosomal protein S20-1	0.9957	0.9990	1	3	0	3	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1.5733311E7	0.0	0.0	8576446.0	3921301.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5733311E7	0.0	0.0	8576446.0	3921301.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9STY6|RS202_ARATH
sp|P49201|RS232_ARATH	P49201	RS232_ARATH	RPS23B	142	7.70	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	40S ribosomal protein S23-2	0.9957	0.9990	1	5	0	5	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1867353.0	5055777.0	1957578.8	0.0	653740.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1867353.0	5055777.0	1957578.8	0.0	653740.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9SF35|RS231_ARATH
sp|P49205|RS171_ARATH	P49205	RS171_ARATH	RPS17A	141	8.60	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	40S ribosomal protein S17-1	0.9957	0.9990	1	6	0	6	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	7582958.5	1.0720386E7	6279597.0	1473061.5	1029339.3	1031961.6	0.0	0.0	0.0	0.0	0.0	0.0	7582958.5	1.0720386E7	6279597.0	1473061.5	1029339.3	1031961.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9LZ17|RS174_ARATH, sp|Q9SJ36|RS172_ARATH, sp|Q9SQZ1|RS173_ARATH
sp|P56769|PSAJ_ARATH	P56769	PSAJ_ARATH	psaJ	44	88.60	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	Photosystem I reaction center subunit IX	0.9957	0.9990	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P56771|CYF_ARATH	P56771	CYF_ARATH	petA	320	5.00	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	Cytochrome f	0.9957	0.9990	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2457147.0	3915114.0	0.0	0.0	261319.17	1358984.0	2457147.0	3915114.0	0.0	0.0	261319.17	1358984.0	2457147.0	3915114.0	0.0	0.0	261319.17	1358984.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P56802|RR11_ARATH	P56802	RR11_ARATH	rps11	138	10.90	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	30S ribosomal protein S11, chloroplastic	0.9957	0.9990	1	4	4	4	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1.400395E7	1.9945084E7	8466626.0	0.0	2080780.5	3927782.2	1.400395E7	1.9945084E7	8466626.0	0.0	2080780.5	3927782.2	1.400395E7	1.9945084E7	8466626.0	0.0	2080780.5	3927782.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62126|RR12_ARATH	P62126	RR12_ARATH	rps12-A	123	5.70	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	30S ribosomal protein S12, chloroplastic	0.9957	0.9990	2	6	6	6	2	1	1	0	1	1	2	1	1	0	1	1	2	1	1	0	1	1	1.1736085E7	1.7607424E7	4234689.5	0.0	4124876.8	2384154.5	1.1736085E7	1.7607424E7	4234689.5	0.0	4124876.8	2384154.5	1.1736085E7	1.7607424E7	4234689.5	0.0	4124876.8	2384154.5	9482367.0	1.3960138E7	0.0	0.0	3021746.5	1951068.0	9482367.0	1.3960138E7	0.0	0.0	3021746.5	1951068.0	9482367.0	1.3960138E7	0.0	0.0	3021746.5	1951068.0	
sp|P92935|TLC2_ARATH	P92935	TLC2_ARATH	AATP2	618	4.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	ADP,ATP carrier protein 2, chloroplastic	0.9957	0.9990	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q39002|TLC1_ARATH
sp|Q05758|ILV5_ARATH	Q05758	ILV5_ARATH	At3g58610	591	5.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Ketol-acid reductoisomerase, chloroplastic	0.9957	0.9990	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q0WLB5|CLAH2_ARATH	Q0WLB5	CLAH2_ARATH	CHC2	1703	0.60	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Clathrin heavy chain 2	0.9957	0.9990	1	6	0	6	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	3187502.8	5049742.0	2834945.5	1499109.6	782491.3	1867533.4	0.0	0.0	0.0	0.0	0.0	0.0	3187502.8	5049742.0	2834945.5	1499109.6	782491.3	1867533.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q0WNJ6|CLAH1_ARATH
sp|Q38854|DXS_ARATH	Q38854	DXS_ARATH	DXS	717	1.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic	0.9957	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q38944|DET2_ARATH	Q38944	DET2_ARATH	DET2	262	12.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Steroid 5-alpha-reductase DET2	0.9957	0.9990	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q42569|C90A1_ARATH	Q42569	C90A1_ARATH	CYP90A1	472	5.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Cytochrome P450 90A1	0.9957	0.9990	1	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	313569.94	3393684.0	646865.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313569.94	3393684.0	646865.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|F4K0T0|F4K0T0_ARATH
sp|Q42589|NLTP1_ARATH	Q42589	NLTP1_ARATH	LTP1	118	8.50	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Non-specific lipid-transfer protein 1	0.9957	0.9990	1	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	7236659.5	0.0	6973864.0	1871056.0	2014068.8	3132597.2	7236659.5	0.0	6973864.0	1871056.0	2014068.8	3132597.2	7236659.5	0.0	6973864.0	1871056.0	2014068.8	3132597.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8GUM2|HSP7I_ARATH	Q8GUM2	HSP7I_ARATH	HSP70-9	682	3.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Heat shock 70 kDa protein 9, mitochondrial	0.9957	0.9990	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8GX78|ANTR2_ARATH	Q8GX78	ANTR2_ARATH	PHT4;4	541	5.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Ascorbate transporter, chloroplastic	0.9957	0.9990	1	2	2	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	3014847.2	0.0	2550095.5	0.0	0.0	0.0	3014847.2	0.0	2550095.5	0.0	0.0	0.0	3014847.2	0.0	2550095.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8LA13|RH11_ARATH	Q8LA13	RH11_ARATH	RH11	612	1.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	DEAD-box ATP-dependent RNA helicase 11	0.9957	0.9990	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8LC83|RS242_ARATH	Q8LC83	RS242_ARATH	RPS24B	133	10.70	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	40S ribosomal protein S24-2	0.9957	0.9990	1	4	0	4	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	5882829.5	8505418.0	3363551.8	0.0	984294.7	2208722.2	0.0	0.0	0.0	0.0	0.0	0.0	5882829.5	8505418.0	3363551.8	0.0	984294.7	2208722.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9SS17|RS241_ARATH, tr|A0A1I9LMY7|A0A1I9LMY7_ARATH
sp|Q8RXU5|R37A2_ARATH	Q8RXU5	R37A2_ARATH	RPL37AC	92	17.40	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	60S ribosomal protein L37a-2	0.9957	0.9990	1	6	0	6	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1.5432549E7	5.2191732E7	2.0848678E7	0.0	7.1440784E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5432549E7	5.2191732E7	2.0848678E7	0.0	7.1440784E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9SRK6|R37A1_ARATH
sp|Q949X7|DCDA1_ARATH	Q949X7	DCDA1_ARATH	LYSA1	484	3.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Diaminopimelate decarboxylase 1, chloroplastic	0.9957	0.9990	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q94A94|DCDA2_ARATH
sp|Q94AG6|SAMC1_ARATH	Q94AG6	SAMC1_ARATH	SAMC1	325	6.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	S-adenosylmethionine carrier 1, chloroplastic/mitochondrial	0.9957	0.9990	1	2	2	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9C5H6|CSTR3_ARATH	Q9C5H6	CSTR3_ARATH	UTR6	405	5.40	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	CMP-sialic acid transporter 3	0.9957	0.9990	1	2	2	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9C9W5|HPR1_ARATH	Q9C9W5	HPR1_ARATH	HPR	386	3.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Glycerate dehydrogenase HPR, peroxisomal	0.9957	0.9990	1	4	0	4	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	4958750.0	8221472.0	0.0	0.0	0.0	1345215.8	0.0	0.0	0.0	0.0	0.0	0.0	4958750.0	8221472.0	0.0	0.0	0.0	1345215.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1P8ANC0|A0A1P8ANC0_ARATH
sp|Q9FE58|RL223_ARATH	Q9FE58	RL223_ARATH	RPL22C	124	8.90	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	60S ribosomal protein L22-3	0.9957	0.9990	1	4	0	4	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1.0780131E7	2.058158E7	9416893.0	0.0	4777863.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0780131E7	2.058158E7	9416893.0	0.0	4777863.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9M9W1|RL222_ARATH
sp|Q9FLN4|RK27_ARATH	Q9FLN4	RK27_ARATH	RPL27	198	7.60	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	50S ribosomal protein L27, chloroplastic	0.9957	0.9990	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1.2689983E7	3.0856886E7	1.2292459E7	0.0	4940628.0	0.0	1.2689983E7	3.0856886E7	1.2292459E7	0.0	4940628.0	0.0	1.2689983E7	3.0856886E7	1.2292459E7	0.0	4940628.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9FVQ4|PLGG1_ARATH	Q9FVQ4	PLGG1_ARATH	PLGG1	512	5.50	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Plastidal glycolate/glycerate translocator 1, chloroplastic	0.9957	0.9990	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9LER7|PSRP5_ARATH	Q9LER7	PSRP5_ARATH	PSRP5	148	10.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	50S ribosomal protein 5, chloroplastic	0.9957	0.9990	1	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	5185960.0	1.1571228E7	4627622.0	0.0	906453.56	0.0	5185960.0	1.1571228E7	4627622.0	0.0	906453.56	0.0	5185960.0	1.1571228E7	4627622.0	0.0	906453.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9LF61|XPT_ARATH	Q9LF61	XPT_ARATH	XPT	417	5.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Xylulose 5-phosphate/phosphate translocator, chloroplastic	0.9957	0.9990	1	3	3	3	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	535060.06	4511497.0	1607900.5	8207643.5	0.0	0.0	535060.06	4511497.0	1607900.5	8207643.5	0.0	0.0	535060.06	4511497.0	1607900.5	8207643.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
