Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Spectral Count	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Spectral Count	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Spectral Count	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Spectral Count	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Spectral Count	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Unique Spectral Count	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Unique Spectral Count	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Unique Spectral Count	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Unique Spectral Count	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Unique Spectral Count	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Unique Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Total Spectral Count	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Total Spectral Count	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Total Spectral Count	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Total Spectral Count	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Total Spectral Count	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Total Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Unique Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Unique Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Unique Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Unique Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Unique Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Unique Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Total Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Total Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Total Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Total Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Total Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Total Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 MaxLFQ Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 MaxLFQ Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 MaxLFQ Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 MaxLFQ Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 MaxLFQ Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 MaxLFQ Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 MaxLFQ Unique Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 MaxLFQ Unique Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 MaxLFQ Unique Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 MaxLFQ Unique Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 MaxLFQ Unique Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 MaxLFQ Unique Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 MaxLFQ Total Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 MaxLFQ Total Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 MaxLFQ Total Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 MaxLFQ Total Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 MaxLFQ Total Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P17174|AATC_HUMAN	P17174	AATC_HUMAN	GOT1	413	5.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aspartate aminotransferase, cytoplasmic	0.9886	0.9990	1	2	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17936|IBP3_HUMAN	P17936	IBP3_HUMAN	IGFBP3	291	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 3	0.9886	0.9990	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P20036|DPA1_HUMAN	P20036	DPA1_HUMAN	HLA-DPA1	260	6.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	HLA class II histocompatibility antigen, DP alpha 1 chain	0.9886	0.9990	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P20645|MPRD_HUMAN	P20645	MPRD_HUMAN	M6PR	277	5.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cation-dependent mannose-6-phosphate receptor	0.9886	0.9990	1	5	5	5	5	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P21796|VDAC1_HUMAN	P21796	VDAC1_HUMAN	VDAC1	283	8.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent anion-selective channel protein 1	0.9886	0.9990	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P21964|COMT_HUMAN	P21964	COMT_HUMAN	COMT	271	8.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Catechol O-methyltransferase	0.9886	0.9990	1	3	3	3	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	12160.37	0.0	24878.908	0.0	0.0	0.0	12160.37	0.0	24878.908	0.0	0.0	0.0	12160.37	0.0	24878.908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22303|ACES_HUMAN	P22303	ACES_HUMAN	ACHE	614	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acetylcholinesterase	0.9886	0.9990	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22735|TGM1_HUMAN	P22735	TGM1_HUMAN	TGM1	817	1.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein-glutamine gamma-glutamyltransferase K	0.9886	0.9990	2	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23381|SYWC_HUMAN	P23381	SYWC_HUMAN	WARS1	471	3.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tryptophan--tRNA ligase, cytoplasmic	0.9886	0.9990	1	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P24752|THIL_HUMAN	P24752	THIL_HUMAN	ACAT1	427	4.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acetyl-CoA acetyltransferase, mitochondrial	0.9886	0.9990	1	4	4	4	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	16896.428	25933.777	23822.674	0.0	0.0	0.0	16896.428	25933.777	23822.674	0.0	0.0	0.0	16896.428	25933.777	23822.674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P25116|PAR1_HUMAN	P25116	PAR1_HUMAN	F2R	425	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteinase-activated receptor 1	0.9886	0.9990	1	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P25685|DNJB1_HUMAN	P25685	DNJB1_HUMAN	DNAJB1	340	3.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 1	0.9886	0.9990	2	2	1	2	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9UDY4|DNJB4_HUMAN
sp|P26447|S10A4_HUMAN	P26447	S10A4_HUMAN	S100A4	101	10.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein S100-A4	0.9886	0.9990	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30084|ECHM_HUMAN	P30084	ECHM_HUMAN	ECHS1	290	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Enoyl-CoA hydratase, mitochondrial	0.9886	0.9990	1	3	3	3	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	8668.547	0.0	16630.414	0.0	0.0	0.0	8668.547	0.0	16630.414	0.0	0.0	0.0	8668.547	0.0	16630.414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30086|PEBP1_HUMAN	P30086	PEBP1_HUMAN	PEBP1	187	10.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylethanolamine-binding protein 1	0.9886	0.9990	1	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	37894.758	0.0	0.0	0.0	0.0	59977.457	37894.758	0.0	0.0	0.0	0.0	59977.457	37894.758	0.0	0.0	0.0	0.0	59977.457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30273|FCERG_HUMAN	P30273	FCERG_HUMAN	FCER1G	86	12.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	High affinity immunoglobulin epsilon receptor subunit gamma	0.9886	0.9990	1	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30405|PPIF_HUMAN	P30405	PPIF_HUMAN	PPIF	207	13.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	0.9886	0.9990	1	4	4	4	1	0	3	0	0	0	1	0	3	0	0	0	1	0	3	0	0	0	16897.766	0.0	25012.03	0.0	0.0	0.0	16897.766	0.0	25012.03	0.0	0.0	0.0	16897.766	0.0	25012.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30740|ILEU_HUMAN	P30740	ILEU_HUMAN	SERPINB1	379	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leukocyte elastase inhibitor	0.9886	0.9990	2	6	6	6	0	0	1	0	0	5	0	0	1	0	0	5	0	0	1	0	0	5	0.0	0.0	343959.3	0.0	0.0	54772.176	0.0	0.0	343959.3	0.0	0.0	54772.176	0.0	0.0	343959.3	0.0	0.0	54772.176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P31153|METK2_HUMAN	P31153	METK2_HUMAN	MAT2A	395	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	S-adenosylmethionine synthase isoform type-2	0.9886	0.9990	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P31930|QCR1_HUMAN	P31930	QCR1_HUMAN	UQCRC1	480	4.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 1, mitochondrial	0.9886	0.9990	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P33991|MCM4_HUMAN	P33991	MCM4_HUMAN	MCM4	863	1.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication licensing factor MCM4	0.9886	0.9990	2	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P35080|PROF2_HUMAN	P35080	PROF2_HUMAN	PFN2	140	10.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Profilin-2	0.9886	0.9990	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P35244|RFA3_HUMAN	P35244	RFA3_HUMAN	RPA3	121	14.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Replication protein A 14 kDa subunit	0.9886	0.9990	1	3	3	3	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	13330.013	0.0	23555.932	0.0	0.0	0.0	13330.013	0.0	23555.932	0.0	0.0	0.0	13330.013	0.0	23555.932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P36957|ODO2_HUMAN	P36957	ODO2_HUMAN	DLST	453	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	0.9886	0.9990	1	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P37840|SYUA_HUMAN	P37840	SYUA_HUMAN	SNCA	140	9.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-synuclein	0.9886	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P38159|RBMX_HUMAN	P38159	RBMX_HUMAN	RBMX	391	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding motif protein, X chromosome	0.9886	0.9990	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q96E39|RMXL1_HUMAN
sp|P39687|AN32A_HUMAN	P39687	AN32A_HUMAN	ANP32A	249	6.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member A	0.9886	0.9990	1	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q92688|AN32B_HUMAN
sp|P43246|MSH2_HUMAN	P43246	MSH2_HUMAN	MSH2	934	1.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA mismatch repair protein Msh2	0.9886	0.9990	1	3	3	3	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	16504.797	0.0	22331.998	0.0	0.0	0.0	16504.797	0.0	22331.998	0.0	0.0	0.0	16504.797	0.0	22331.998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P43487|RANG_HUMAN	P43487	RANG_HUMAN	RANBP1	201	5.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ran-specific GTPase-activating protein	0.9886	0.9990	1	4	4	4	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P45880|VDAC2_HUMAN	P45880	VDAC2_HUMAN	VDAC2	294	7.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent anion-selective channel protein 2	0.9886	0.9990	1	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P48426|PI42A_HUMAN	P48426	PI42A_HUMAN	PIP4K2A	406	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	0.9886	0.9990	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49589|SYCC_HUMAN	P49589	SYCC_HUMAN	CARS1	748	1.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine--tRNA ligase, cytoplasmic	0.9886	0.9990	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49795|RGS19_HUMAN	P49795	RGS19_HUMAN	RGS19	217	6.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Regulator of G-protein signaling 19	0.9886	0.9990	1	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	25260.549	0.0	0.0	0.0	0.0	41163.465	25260.549	0.0	0.0	0.0	0.0	41163.465	25260.549	0.0	0.0	0.0	0.0	41163.465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49913|CAMP_HUMAN	P49913	CAMP_HUMAN	CAMP	170	6.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cathelicidin antimicrobial peptide	0.9886	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50570|DYN2_HUMAN	P50570	DYN2_HUMAN	DNM2	870	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynamin-2	0.9886	0.9990	1	4	4	4	1	0	3	0	0	0	1	0	3	0	0	0	1	0	3	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P51160|PDE6C_HUMAN	P51160	PDE6C_HUMAN	PDE6C	858	1.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'	0.9886	0.9990	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P52566|GDIR2_HUMAN	P52566	GDIR2_HUMAN	ARHGDIB	201	6.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho GDP-dissociation inhibitor 2	0.9886	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P52815|RM12_HUMAN	P52815	RM12_HUMAN	MRPL12	198	17.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L12, mitochondrial	0.9886	0.9990	1	4	4	4	0	0	1	0	0	3	0	0	1	0	0	3	0	0	1	0	0	3	0.0	0.0	23275.756	0.0	0.0	75139.41	0.0	0.0	23275.756	0.0	0.0	75139.41	0.0	0.0	23275.756	0.0	0.0	75139.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P52943|CRIP2_HUMAN	P52943	CRIP2_HUMAN	CRIP2	208	7.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine-rich protein 2	0.9886	0.9990	1	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
